,S1,S2,S3
2772,121,76,48
2773,107,91,70
2774,2033,2471,1483
2775,1749,3062,1699
2776,2672,2829,1062
2777,2333,2992,1023
2778,95,72,42
2779,95,83,57
2780,2046,2674,1643
2781,1902,3105,1728
2782,2902,2852,1050
2783,2519,3152,1124
2784,142,81,41
2785,103,86,70
2786,2262,2621,1602
2787,1891,3370,1664
2788,2745,3001,1026
2789,2400,3217,1176
2790,140,86,37
2791,105,88,84
2792,2307,2757,1667
2793,1986,3328,1696
2794,2951,2941,1069
2795,2609,3196,1197
2796,129,72,45
2797,103,83,48
2798,2402,3038,1549
2799,1929,3655,1766
2800,3221,3154,1055
2801,2975,3316,1057
2802,198,83,45
2803,120,100,50
2804,2744,3041,1568
2805,2389,3552,1657
2806,3468,3270,1218
2807,2949,3509,1230
2808,104,70,38
2809,68,93,55
2810,2177,2050,1792
2811,1637,2397,1462
2812,2353,2593,1373
2813,2205,2729,1757
2814,122,86,51
2815,85,94,64
2816,2233,2620,1600
2817,1874,3162,1795
2818,2684,3029,1090
2819,2463,3113,1098
2820,123,87,43
2821,73,80,65
2822,2234,2565,1571
2823,2038,3098,1655
2824,2787,3024,1022
2825,2373,3223,1129
2826,106,77,66
2827,78,80,74
2828,2184,2230,1524
2829,1948,2751,1644
2830,2605,2665,1076
2831,2286,2915,1134
2832,104,86,53
2833,74,95,67
2834,2165,2467,1537
2835,1929,2981,1607
2836,2532,2859,1072
2837,2260,3050,1067
2838,116,81,45
2839,79,95,66
2840,2142,2770,1607
2841,1901,3323,1701
2842,2817,2908,1028
2843,2502,3092,1048
2844,93,43,26
2845,55,51,24
2846,1624,2138,1096
2847,1443,2626,1136
2848,2422,2342,674
2849,2231,2202,531
2850,106,66,47
2851,70,75,46
2852,2439,2104,1526
2853,1872,2492,1512
2854,2453,2519,1202
2855,2109,2776,1344
2856,84,71,31
2857,63,77,64
2858,1755,2230,1377
2859,1608,2597,1446
2860,2302,2354,899
2861,1879,2500,950
2862,78,65,30
2863,50,82,40
2864,1488,2057,1242
2865,1437,2458,1343
2866,2150,2360,801
2867,1685,2410,867
2868,73,77,37
2869,60,80,60
2870,1722,2252,1347
2871,1689,2748,1455
2872,2488,2643,905
2873,1996,2678,859
2874,91,50,46
2875,83,63,50
2876,1733,2299,1365
2877,1620,2853,1388
2878,2375,2733,860
2879,1994,2906,998
2880,106,57,51
2881,63,95,59
2882,1882,2614,1550
2883,1772,3189,1625
2884,2807,2961,969
2885,2436,3023,1084
2886,178,112,38
2887,123,135,53
2888,2778,2858,1657
2889,2382,3683,1623
2890,3606,3575,1192
2891,3077,3597,1191
2892,49,58,18
2893,35,54,27
2894,1401,1439,876
2895,1067,1574,796
2896,1651,1489,565
2897,1453,1663,532
2898,79,59,45
2899,58,81,42
2900,1664,2240,1389
2901,1512,2677,1478
2902,2213,2521,821
2903,1876,2708,918
2904,124,57,56
2905,80,84,69
2906,1791,2261,1393
2907,1625,2670,1487
2908,2435,2629,910
2909,2171,2774,981
2910,111,62,56
2911,80,73,54
2912,1916,2468,1386
2913,1619,2863,1536
2914,2516,2854,910
2915,2159,3027,982
2916,96,64,49
2917,90,90,93
2918,1787,2441,1613
2919,1719,2877,1567
2920,2532,2690,944
2921,2006,2853,975
2922,118,92,65
2923,78,89,59
2924,2221,2718,1563
2925,1957,3249,1667
2926,2847,3037,1156
2927,2379,3225,1251
2928,154,99,37
2929,123,89,52
2930,2666,3063,1560
2931,2100,3399,1597
2932,3199,3023,1165
2933,2831,3288,1182
2934,99,54,57
2935,62,70,54
2936,2172,1939,1419
2937,1641,2315,1418
2938,2267,2204,1214
2939,1867,2508,1251
2940,78,72,55
2941,66,78,69
2942,1662,2159,1372
2943,1482,2489,1508
2944,2281,2434,936
2945,1974,2562,935
2946,115,82,45
2947,72,99,42
2948,1709,2307,1386
2949,1580,2627,1445
2950,2434,2553,915
2951,2070,2766,968
2952,149,60,52
2953,111,88,67
2954,1822,2491,1569
2955,1740,2887,1679
2956,2541,2767,988
2957,2082,2983,1031
2958,63,82,29
2959,55,77,47
2960,1272,1979,1207
2961,1253,2132,1172
2962,2067,2067,695
2963,1472,2339,717
2964,113,83,45
2965,86,90,72
2966,2144,2641,1456
2967,1933,3161,1726
2968,2823,2950,1091
2969,2242,3268,1037
2970,151,113,38
2971,110,111,63
2972,2751,3035,1687
2973,2258,3766,1806
2974,3575,3386,1230
2975,2863,3428,1310
2976,79,81,45
2977,45,78,48
2978,2039,1970,1507
2979,1567,2323,1343
2980,2272,2399,973
2981,1949,2690,1177
2982,81,88,46
2983,52,71,64
2984,1742,2265,1441
2985,1520,2675,1610
2986,2326,2511,899
2987,1910,2699,917
2988,89,55,39
2989,71,87,47
2990,1626,2318,1307
2991,1460,2571,1405
2992,2355,2571,835
2993,2005,2710,950
2994,80,73,40
2995,61,87,59
2996,1801,2306,1363
2997,1604,2758,1647
2998,2478,2540,954
2999,2088,2886,917
3000,88,82,64
3001,77,97,70
3002,1872,2459,1442
3003,1724,2978,1591
3004,2702,2619,907
3005,2057,2972,940
3006,87,57,52
3007,77,87,39
3008,1878,2419,1343
3009,1664,2863,1551
3010,2721,2715,891
3011,2207,2855,950
3012,156,86,46
3013,118,85,55
3014,2672,2921,1556
3015,2066,3658,1641
3016,3386,3051,990
3017,2883,3210,1001
3018,80,71,34
3019,69,91,47
3020,2281,2051,1491
3021,1419,2294,1219
3022,2077,2232,1020
3023,1852,2571,1153
3024,78,65,57
3025,63,96,55
3026,1726,2406,1434
3027,1557,2762,1522
3028,2386,2506,896
3029,2053,2718,976
3030,90,48,31
3031,54,69,42
3032,1557,2215,1286
3033,1488,2598,1418
3034,2290,2598,863
3035,1835,2725,912
3036,81,62,41
3037,56,67,52
3038,1772,2209,1336
3039,1560,2642,1494
3040,2325,2470,928
3041,1947,2640,896
3042,128,57,46
3043,73,77,53
3044,1788,2573,1504
3045,1659,2962,1639
3046,2491,2602,906
3047,2042,2810,971
3048,91,85,33
3049,76,86,67
3050,2116,2708,1532
3051,1912,3291,1639
3052,2862,2849,976
3053,2332,3158,1088
3054,171,76,37
3055,120,112,64
3056,2874,3112,1635
3057,2259,3638,1678
3058,3581,3327,1073
3059,2940,3241,1056
3060,38,28,14
3061,45,34,29
3062,1419,1472,1009
3063,1138,1613,868
3064,1713,1491,573
3065,1337,1735,726
3066,81,57,41
3067,78,72,62
3068,1859,2315,1493
3069,1725,2664,1629
3070,2470,2601,982
3071,1888,2866,992
3072,80,57,44
3073,64,77,60
3074,1705,2392,1395
3075,1626,2674,1475
3076,2497,2515,866
3077,1989,2619,975
3078,110,69,35
3079,65,102,56
3080,1753,2545,1478
3081,1737,2966,1581
3082,2658,2654,964
3083,2067,2892,976
3084,96,80,39
3085,69,103,68
3086,1881,2434,1461
3087,1783,2759,1580
3088,2690,2563,927
3089,1993,2881,886
3090,101,81,46
3091,66,86,81
3092,2257,2765,1573
3093,1876,3098,1722
3094,2927,2900,1031
3095,2485,3229,1066
3096,158,69,30
3097,95,78,45
3098,2604,2989,1477
3099,2093,3663,1576
3100,3438,2953,896
3101,2868,3086,934
3102,81,67,35
3103,62,53,30
3104,1865,1758,1301
3105,1321,1989,1121
3106,2010,1789,717
3107,1663,2097,946
3108,77,88,44
3109,47,80,71
3110,1817,2138,1376
3111,1676,2459,1430
3112,2258,2240,936
3113,1815,2397,895
3114,82,60,42
3115,72,67,55
3116,1694,2320,1384
3117,1701,2674,1453
3118,2542,2658,975
3119,2093,2798,987
3120,41,57,23
3121,31,60,29
3122,1003,1458,936
3123,1009,1714,1012
3124,1513,1646,509
3125,1215,1765,502
3126,91,50,41
3127,69,81,55
3128,2099,2593,1465
3129,1748,3007,1601
3130,2627,2712,933
3131,2248,3023,952
3132,87,36,31
3133,60,68,37
3134,1809,2414,1271
3135,1648,2771,1385
3136,2528,2599,825
3137,2071,2817,778
3138,195,86,40
3139,109,110,53
3140,2826,3152,1637
3141,2389,3875,1756
3142,3789,3303,1027
3143,3067,3434,1017
3144,91,36,25
3145,47,61,37
3146,2030,1834,1407
3147,1505,2169,1230
3148,2248,1940,808
3149,2010,2144,837
3150,101,69,50
3151,57,74,66
3152,1740,2589,1453
3153,1653,2776,1562
3154,2610,2494,949
3155,2076,2798,927
3156,106,57,39
3157,57,100,43
3158,1638,2155,1281
3159,1563,2558,1366
3160,2356,2489,764
3161,1784,2564,859
3162,142,89,45
3163,76,82,53
3164,2110,2498,1451
3165,1865,2944,1560
3166,2735,2685,944
3167,2285,2904,941
3168,107,53,48
3169,79,76,61
3170,1928,2544,1498
3171,1710,3048,1553
3172,2731,2681,865
3173,2186,2881,885
3174,122,89,35
3175,75,109,73
3176,2371,2958,1642
3177,2011,3497,1712
3178,3122,3149,1140
3179,2596,3382,1097
3180,150,78,26
3181,71,72,40
3182,2281,2504,1241
3183,1930,2956,1254
3184,3110,2646,779
3185,2694,2745,723
3186,93,78,28
3187,65,96,53
3188,2346,2130,1485
3189,1887,2518,1264
3190,2591,2488,915
3191,2187,2612,1127
3192,63,76,12
3193,41,42,30
3194,1617,1557,1079
3195,1230,1831,1037
3196,2192,1833,599
3197,1786,1871,588
3198,151,76,40
3199,84,85,49
3200,2014,2471,1392
3201,1818,3100,1554
3202,2817,2817,890
3203,2265,3036,991
3204,56,55,33
3205,68,84,60
3206,1403,2144,1245
3207,1392,2474,1322
3208,2304,2172,695
3209,1812,2433,686
3210,109,84,38
3211,70,77,27
3212,2205,2778,1484
3213,1890,3252,1656
3214,2939,2933,1010
3215,2294,3123,1031
3216,142,80,45
3217,104,92,69
3218,2415,2907,1622
3219,2134,3493,1709
3220,3167,3272,1083
3221,2625,3525,1195
3222,236,88,47
3223,106,147,58
3224,2674,2994,1496
3225,2325,3564,1656
3226,3475,3045,1018
3227,2785,3307,990
3228,114,62,37
3229,73,53,54
3230,2170,1931,1472
3231,1665,2193,1311
3232,2227,2228,970
3233,1857,2575,1058
3234,69,43,34
3235,47,56,47
3236,1424,2018,1191
3237,1330,2221,1200
3238,2060,2245,662
3239,1654,2404,722
3240,82,61,44
3241,53,86,55
3242,1823,2381,1435
3243,1655,2723,1467
3244,2511,2529,924
3245,2042,2781,956
3246,89,70,35
3247,84,99,56
3248,1808,2415,1411
3249,1766,2751,1416
3250,2520,2640,905
3251,1985,2810,898
3252,116,61,39
3253,57,75,53
3254,1748,2411,1502
3255,1747,2821,1552
3256,2588,2597,926
3257,2042,2836,958
3258,125,86,47
3259,111,100,54
3260,2354,2784,1535
3261,2103,3390,1759
3262,2985,3077,1204
3263,2547,3238,1163
3264,176,72,34
3265,107,96,47
3266,2621,3133,1636
3267,2260,3620,1635
3268,3526,3050,1022
3269,2804,3158,984
3270,126,48,31
3271,67,69,39
3272,2173,1976,1506
3273,1798,2265,1276
3274,2333,2086,907
3275,1907,2335,1077
3276,103,55,35
3277,73,85,45
3278,1803,2311,1399
3279,1703,2765,1453
3280,2526,2720,889
3281,2014,2781,916
3282,86,52,30
3283,79,83,50
3284,1763,2345,1323
3285,1717,2727,1482
3286,2300,2657,862
3287,1883,2958,913
3288,105,68,38
3289,74,100,58
3290,1955,2547,1387
3291,1914,3012,1519
3292,2706,2742,867
3293,2211,2952,882
3294,110,66,46
3295,89,88,62
3296,1824,2565,1417
3297,1791,2921,1482
3298,2630,2717,879
3299,2087,2893,973
3300,143,89,45
3301,104,94,56
3302,2231,3032,1592
3303,2149,3503,1756
3304,3102,3002,996
3305,2493,3320,1143
3306,174,83,18
3307,132,88,47
3308,2499,3025,1456
3309,2264,3597,1648
3310,3553,3155,894
3311,2763,3082,906
3312,94,55,29
3313,69,53,33
3314,2308,2006,1497
3315,1651,2239,1286
3316,2309,2112,933
3317,2036,2474,968
3318,62,49,32
3319,41,59,42
3320,1337,1867,1163
3321,1254,2132,1173
3322,1891,1823,649
3323,1549,2012,663
3324,96,60,33
3325,74,75,64
3326,1794,2499,1420
3327,1709,2834,1483
3328,2533,2574,883
3329,2020,2766,931
3330,159,59,83
3331,97,76,90
3332,1771,2559,1435
3333,1746,2897,1595
3334,2550,2581,870
3335,2033,2846,907
3336,163,44,39
3337,117,69,60
3338,1718,2308,1301
3339,1624,2787,1365
3340,2483,2363,769
3341,1927,2630,797
3342,334,94,41
3343,312,107,59
3344,2477,2980,1697
3345,2304,3462,1797
3346,3293,3233,1017
3347,2507,3517,1006
3348,324,52,17
3349,185,55,35
3350,2294,2762,1369
3351,2090,3301,1453
3352,3171,2759,653
3353,2465,2843,691
3354,166,56,36
3355,97,95,43
3356,2510,2181,1440
3357,2001,2563,1359
3358,2633,2316,823
3359,2064,2672,1093
3360,189,57,30
3361,144,155,45
3362,1888,2413,1406
3363,1630,2821,1541
3364,2514,2661,836
3365,1686,2839,894
3366,334,69,25
3367,198,90,62
3368,1979,2423,1457
3369,1618,2888,1525
3370,2494,2746,873
3371,1653,2896,936
3372,267,65,37
3373,169,70,53
3374,1999,2681,1475
3375,1756,3069,1664
3376,2688,2794,940
3377,1920,2912,907
3378,291,75,36
3379,174,96,49
3380,2259,2696,1570
3381,1909,3315,1661
3382,2986,3047,975
3383,2112,3322,984
3384,302,88,37
3385,163,110,55
3386,2528,3116,1661
3387,1987,3690,1798
3388,3002,3255,1046
3389,2312,3455,1035
3390,309,120,25
3391,188,124,41
3392,2683,3149,1624
3393,2128,3875,1657
3394,3620,3300,890
3395,2464,3345,969
3396,80,52,16
3397,45,53,27
3398,1732,1599,995
3399,1360,2036,997
3400,1932,2118,590
3401,1259,2134,591
3402,153,52,24
3403,102,60,34
3404,1608,2044,1182
3405,1467,2383,1322
3406,2258,2394,621
3407,1491,2501,679
3408,192,59,39
3409,144,63,62
3410,1839,2369,1395
3411,1709,2876,1532
3412,2658,2791,876
3413,1616,2962,914
3414,240,95,41
3415,142,81,44
3416,2068,2965,1573
3417,1863,3503,1651
3418,3070,3053,945
3419,2144,3257,1011
3420,147,89,48
3421,94,107,61
3422,2026,2783,1583
3423,1904,3270,1591
3424,2889,3015,918
3425,2052,3257,1014
3426,198,74,25
3427,148,95,35
3428,2078,2688,1555
3429,1989,3146,1492
3430,2870,2774,791
3431,2246,3003,828
3432,258,77,18
3433,187,77,27
3434,2482,2935,1538
3435,2256,3548,1591
3436,3551,3124,811
3437,2611,3285,920
3438,84,56,37
3439,76,58,27
3440,1963,2105,1325
3441,1626,2396,1195
3442,2577,2341,752
3443,1908,2518,775
3444,228,47,32
3445,175,82,31
3446,1613,2209,1247
3447,1719,2635,1428
3448,2348,2299,687
3449,1532,2527,658
3450,227,57,27
3451,145,92,46
3452,1873,2564,1442
3453,1991,3150,1554
3454,2792,2847,912
3455,1934,3017,990
3456,100,76,28
3457,76,126,51
3458,2086,3003,1511
3459,2193,3506,1673
3460,2985,3157,1019
3461,2126,3255,937
3462,130,49,36
3463,73,80,59
3464,1960,2699,1466
3465,2126,3266,1636
3466,3055,3020,1006
3467,2064,3163,1046
3468,144,97,24
3469,82,97,45
3470,2367,3099,1586
3471,2295,3764,1738
3472,3450,3355,1088
3473,2558,3518,1008
3474,197,73,43
3475,127,102,56
3476,2950,3815,1844
3477,2623,4533,1886
3478,4431,3672,1017
3479,3324,3870,1067
3480,81,42,22
3481,50,54,22
3482,1690,1910,996
3483,1458,1987,874
3484,1702,2043,501
3485,1557,2074,425
3486,124,62,33
3487,106,74,44
3488,2058,3025,1467
3489,2045,3434,1581
3490,3289,3070,824
3491,2442,3386,795
3492,155,81,28
3493,91,107,55
3494,2367,3374,1672
3495,2370,4000,1833
3496,3571,3571,1039
3497,2771,3749,1011
3498,178,104,43
3499,133,149,51
3500,2631,3668,1843
3501,2393,4411,2015
3502,3956,3779,1038
3503,3218,4002,1023
3504,211,109,48
3505,165,108,56
3506,2781,4016,2010
3507,2795,4780,2099
3508,4664,4074,1042
3509,3547,4448,1055
3510,225,86,24
3511,179,139,39
3512,2900,4026,1618
3513,2798,4718,1800
3514,4643,4068,951
3515,3583,4294,813
3516,170,125,20
3517,100,105,35
3518,2011,2992,1280
3519,1944,3599,1340
3520,3569,3230,671
3521,2692,3272,673
3522,6,23,20
3523,5,19,22
3524,316,314,384
3525,197,395,431
3526,205,325,200
3527,176,416,230
3528,32,41,28
3529,23,46,28
3530,1167,1141,898
3531,919,1309,862
3532,1229,1169,560
3533,1041,1310,623
3534,58,47,27
3535,47,61,35
3536,1603,1826,1117
3537,1379,2141,1074
3538,2097,2068,601
3539,1661,2102,567
3540,99,58,17
3541,61,73,29
3542,1970,2270,1292
3543,1640,2600,1304
3544,2718,2660,738
3545,2226,2842,767
3546,90,63,37
3547,73,67,32
3548,1824,2467,1255
3549,1685,2973,1382
3550,2932,2554,785
3551,2381,2679,774
3552,110,66,18
3553,86,54,29
3554,1899,2490,1430
3555,1781,2948,1396
3556,2912,2502,756
3557,2311,2770,825
3558,125,107,24
3559,86,98,43
3560,1915,2435,1347
3561,1787,2742,1386
3562,2919,2529,738
3563,2203,2693,746
3564,47,61,35
3565,30,45,29
3566,1256,1219,1026
3567,926,1270,905
3568,1400,1388,658
3569,1075,1550,732
3570,81,65,30
3571,67,50,48
3572,2046,1826,1432
3573,1615,2279,1265
3574,2431,2361,810
3575,1767,2500,902
3576,110,64,25
3577,74,82,46
3578,1745,2651,1501
3579,1720,3064,1597
3580,2972,2556,778
3581,2354,2894,841
3582,85,69,30
3583,66,82,49
3584,1893,2666,1441
3585,1687,3165,1530
3586,2757,2446,885
3587,2298,2705,943
3588,78,69,33
3589,52,85,45
3590,1649,2375,1442
3591,1633,2719,1536
3592,2608,2461,820
3593,1960,2651,905
3594,126,68,33
3595,101,89,37
3596,1852,2798,1490
3597,1778,3106,1578
3598,2760,2628,906
3599,2219,3071,954
3600,139,71,26
3601,109,67,46
3602,2476,2937,1599
3603,2035,3535,1680
3604,3370,2751,933
3605,2729,2895,989
3606,109,54,38
3607,52,79,29
3608,1882,1781,1452
3609,1439,2053,1215
3610,2133,1963,880
3611,1845,2240,1026
3612,75,72,34
3613,55,105,52
3614,1505,2102,1402
3615,1708,2527,1454
3616,2280,2333,863
3617,1647,2411,914
3618,82,41,28
3619,56,72,42
3620,1444,1925,1206
3621,1666,2206,1301
3622,2120,2118,748
3623,1573,2239,728
3624,53,50,37
3625,56,88,58
3626,1433,2019,1214
3627,1719,2315,1363
3628,2222,2170,752
3629,1527,2345,756
3630,90,54,28
3631,65,75,61
3632,1460,1977,1360
3633,1694,2454,1453
3634,2289,2048,759
3635,1484,2284,810
3636,93,73,35
3637,101,87,46
3638,1952,2501,1540
3639,2151,3008,1650
3640,2785,2650,897
3641,1875,2874,895
3642,82,62,32
3643,93,75,48
3644,2106,2839,1476
3645,2298,3377,1580
3646,3190,2511,829
3647,2078,2740,865
3648,69,53,28
3649,59,52,41
3650,1814,1653,1347
3651,1785,2050,1304
3652,2050,2083,857
3653,1298,2192,870
3654,83,51,46
3655,65,66,52
3656,1653,2176,1423
3657,1954,2492,1538
3658,2355,2390,931
3659,1522,2551,907
3660,73,80,28
3661,52,87,62
3662,1575,2038,1374
3663,1874,2513,1435
3664,2285,2253,917
3665,1446,2438,982
3666,83,42,34
3667,51,65,41
3668,1594,2091,1436
3669,1890,2480,1526
3670,2390,2364,884
3671,1573,2401,866
3672,75,55,43
3673,56,71,54
3674,1730,2228,1542
3675,2029,2633,1590
3676,2616,2405,863
3677,1596,2616,957
3678,93,58,33
3679,66,92,41
3680,2055,2611,1481
3681,2265,3172,1610
3682,2946,2977,1092
3683,1809,2956,984
3684,102,58,16
3685,71,80,31
3686,2317,2907,1490
3687,2329,3371,1735
3688,3272,2821,934
3689,2307,2864,912
3690,100,47,29
3691,56,36,35
3692,1752,1877,1263
3693,1724,2168,1173
3694,2202,1970,871
3695,1305,2053,830
3696,89,52,40
3697,53,73,55
3698,1663,2145,1392
3699,1867,2486,1459
3700,2377,2438,909
3701,1441,2591,895
3702,70,46,37
3703,89,55,47
3704,1876,2224,1368
3705,2020,2677,1456
3706,2469,2578,968
3707,1545,2682,936
3708,88,58,40
3709,74,84,52
3710,1826,2250,1343
3711,2086,2658,1508
3712,2462,2521,914
3713,1516,2722,882
3714,108,49,37
3715,80,96,48
3716,1780,2334,1450
3717,2058,2822,1651
3718,2523,2507,980
3719,1528,2708,1001
3720,137,76,45
3721,95,71,49
3722,2054,2668,1661
3723,2277,3348,1768
3724,3080,2885,1009
3725,1911,3045,1106
3726,142,78,25
3727,109,84,60
3728,2203,2938,1631
3729,2407,3563,1718
3730,3438,3196,895
3731,2232,3194,912
3732,82,51,25
3733,67,77,41
3734,2035,1803,1373
3735,1958,2298,1328
3736,2221,2113,860
3737,1436,2222,1012
3738,79,56,38
3739,89,90,65
3740,1641,2226,1546
3741,1999,2595,1538
3742,2418,2511,885
3743,1514,2536,914
3744,96,51,34
3745,72,62,68
3746,1711,2201,1383
3747,1993,2691,1564
3748,2392,2491,986
3749,1582,2541,991
3750,87,62,38
3751,88,85,56
3752,1835,2281,1517
3753,2086,2800,1605
3754,2518,2519,1046
3755,1621,2641,1055
3756,100,78,41
3757,96,70,50
3758,1777,2293,1436
3759,2042,2843,1636
3760,2555,2591,873
3761,1606,2679,956
3762,143,100,38
3763,100,89,44
3764,2207,2821,1618
3765,2338,3364,1734
3766,3083,3119,1038
3767,2293,3231,1051
3768,158,64,48
3769,114,81,43
3770,2204,2747,1490
3771,2035,3332,1599
3772,3289,2776,888
3773,2725,2863,911
3774,118,108,51
3775,84,75,62
3776,2335,2027,1650
3777,1982,2529,1480
3778,2585,2576,1061
3779,2015,2638,1247
3780,77,77,39
3781,58,65,46
3782,2155,1958,1419
3783,1787,2403,1365
3784,2536,2373,957
3785,1874,2473,1010
3786,93,68,56
3787,73,72,91
3788,1822,2256,1417
3789,1840,2782,1552
3790,2582,2674,911
3791,1887,2883,957
3792,94,51,41
3793,70,43,52
3794,1791,1268,1486
3795,1787,1439,1644
3796,2544,1525,900
3797,2024,1600,914
3798,105,120,30
3799,60,123,50
3800,1859,2380,1487
3801,1810,2659,1633
3802,2658,2739,989
3803,2073,3126,1065
3804,123,89,30
3805,76,98,56
3806,2001,2743,1633
3807,1987,3427,1779
3808,3096,2951,1067
3809,2488,3052,972
3810,142,96,31
3811,123,108,48
3812,2199,2828,1494
3813,2120,3488,1659
3814,3331,2875,865
3815,2651,2836,897
3816,115,62,37
3817,59,70,34
3818,2080,2045,1522
3819,1716,2335,1391
3820,2536,2200,889
3821,1893,2464,1152
3822,116,101,52
3823,73,110,49
3824,2036,2845,1551
3825,1881,3508,1619
3826,2998,2851,929
3827,2312,2981,1012
3828,115,84,32
3829,65,93,54
3830,2290,2812,1592
3831,2117,3282,1691
3832,3159,2849,1025
3833,2621,3169,997
3834,106,64,33
3835,50,76,51
3836,1991,2475,1391
3837,1830,2972,1554
3838,2675,2681,925
3839,2105,2807,949
3840,118,65,59
3841,78,127,62
3842,2092,2748,1691
3843,2020,3461,1830
3844,2972,3001,1032
3845,2528,3140,1053
3846,152,88,35
3847,106,98,60
3848,2278,2863,1609
3849,2176,3577,1755
3850,3375,3155,1022
3851,2692,3292,1075
3852,117,88,47
3853,105,76,49
3854,2330,2909,1579
3855,2279,3507,1820
3856,3620,3021,1081
3857,2565,3028,1062
3858,124,65,27
3859,66,68,45
3860,2018,1938,1542
3861,1883,2418,1411
3862,2457,2308,1131
3863,1857,2549,1161
3864,103,72,46
3865,82,68,75
3866,1556,2041,1550
3867,1670,2605,1551
3868,2592,2438,965
3869,1923,2645,975
3870,90,64,40
3871,52,88,69
3872,1748,2076,1466
3873,1821,2515,1507
3874,2517,2577,996
3875,1950,2618,965
3876,83,62,30
3877,65,57,70
3878,1634,2242,1550
3879,1765,2796,1706
3880,2584,2593,951
3881,1944,2702,978
3882,87,60,55
3883,73,85,58
3884,1860,2236,1498
3885,1860,2707,1631
3886,2620,2636,936
3887,1915,2885,1011
3888,107,88,33
3889,87,97,55
3890,2141,2618,1604
3891,2044,3232,1798
3892,2853,2913,961
3893,2388,3057,1054
3894,158,105,30
3895,101,86,63
3896,2397,2824,1561
3897,2241,3509,1674
3898,3338,2930,933
3899,2736,3147,1097
3900,107,54,32
3901,65,66,55
3902,1830,1775,1402
3903,1747,2165,1254
3904,2320,2186,1029
3905,1762,2304,1030
3906,80,78,40
3907,53,80,48
3908,1575,2022,1386
3909,1648,2541,1497
3910,2446,2383,808
3911,1837,2585,816
3912,85,58,25
3913,51,93,54
3914,1729,2193,1326
3915,1810,2593,1549
3916,2473,2535,913
3917,1936,2666,895
3918,109,85,36
3919,60,126,52
3920,1774,2510,1504
3921,1904,2872,1644
3922,2699,2747,916
3923,2147,2892,952
3924,102,56,59
3925,116,63,56
3926,1920,2343,1544
3927,1788,2727,1637
3928,2703,2613,879
3929,2513,2886,961
3930,109,85,28
3931,70,91,41
3932,1879,2737,1516
3933,1929,3244,1717
3934,3020,2990,1011
3935,2404,3154,993
3936,166,89,33
3937,141,79,57
3938,2201,2999,1610
3939,2217,3637,1780
3940,3585,3016,904
3941,2911,3127,984
3942,133,57,36
3943,63,61,56
3944,2066,1844,1476
3945,1806,2124,1285
3946,2410,2223,951
3947,1973,2539,1143
3948,69,44,26
3949,44,74,36
3950,1217,1824,1240
3951,1399,2232,1378
3952,2140,2174,679
3953,1654,2256,766
3954,92,78,38
3955,69,80,60
3956,1972,2199,1450
3957,1952,2665,1588
3958,2527,2705,1061
3959,1896,2905,1183
3960,81,75,36
3961,55,69,75
3962,1663,2224,1448
3963,1718,2675,1596
3964,2404,2437,869
3965,1908,2706,968
3966,44,47,26
3967,33,51,38
3968,1044,1343,893
3969,1176,1679,1054
3970,1547,1654,500
3971,1171,1935,504
3972,112,73,28
3973,80,105,53
3974,2013,2592,1442
3975,2079,3153,1547
3976,3002,2862,1039
3977,2345,3275,1028
3978,80,44,23
3979,62,52,25
3980,1629,1945,1074
3981,1528,2264,1153
3982,2430,2206,560
3983,1953,2197,517
3984,85,52,39
3985,62,55,43
3986,1908,2021,1433
3987,1654,2436,1313
3988,2348,2177,982
3989,1881,2368,1024
3990,69,55,40
3991,56,66,35
3992,1464,2021,1221
3993,1514,2319,1379
3994,2224,2182,789
3995,1813,2361,807
3996,83,61,41
3997,58,65,52
3998,1729,2334,1379
3999,1786,2700,1457
4000,2528,2521,895
4001,1985,2794,888
4002,71,53,33
4003,48,77,39
4004,1512,2240,1259
4005,1635,2691,1363
4006,2506,2405,758
4007,1952,2581,776
4008,161,91,39
4009,117,124,76
4010,2292,3079,1702
4011,2319,3862,1848
4012,3395,3257,1167
4013,2674,3677,1148
4014,79,71,36
4015,69,79,32
4016,1856,1748,1216
4017,1607,2185,1164
4018,2182,2263,872
4019,1720,2240,846
4020,120,95,30
4021,96,104,47
4022,2080,2833,1379
4023,2071,3418,1486
4024,3183,2747,790
4025,2482,2863,850
4026,74,68,19
4027,53,52,36
4028,1723,1809,1280
4029,1502,1973,1134
4030,1957,1865,876
4031,1614,2291,954
4032,91,72,55
4033,82,82,52
4034,1817,2287,1459
4035,1767,2763,1679
4036,2571,2527,865
4037,2062,2733,880
4038,108,43,33
4039,54,61,48
4040,1623,1751,1376
4041,1450,1985,1541
4042,2396,1865,854
4043,1510,2023,886
4044,92,79,42
4045,76,97,69
4046,1877,2349,1540
4047,1651,2895,1699
4048,2628,2745,1054
4049,1685,2861,976
4050,196,87,59
4051,113,95,61
4052,1968,2707,1562
4053,1745,3197,1760
4054,2621,2823,1009
4055,1654,2987,1053
4056,106,76,35
4057,70,90,59
4058,1954,2716,1578
4059,1758,3090,1639
4060,2773,2985,1051
4061,1824,3120,1062
4062,164,95,25
4063,91,134,69
4064,2750,3108,1743
4065,2186,3960,1802
4066,3739,3376,1162
4067,2393,3394,1117
4068,72,75,29
4069,48,63,39
4070,1814,1860,1318
4071,1460,2233,1294
4072,2157,2170,875
