Time,Dun Laoghaire @ Peoples Park Pedestrian,Dun Laoghaire @ Peoples Park Peds IN,Dun Laoghaire @ Peoples Park Peds OUT,Dun Laoghaire @ Seapoint Beach Pedestrian,Dun Laoghaire @ Seapoint Beach Peds IN,Dun Laoghaire @ Seapoint Beach Peds OUT,Dun Laoghaire @ York Road Pedestrian,Dun Laoghaire @ York Road Peds IN,Dun Laoghaire @ York Road Peds OUT,Glenageary Pedestrian,Glenageary Peds IN,Glenageary Peds OUT,Rock Road Park - New Counter Pedestrian,Rock Road Park - New Counter Peds IN,Rock Road Park - New Counter Peds OUT,Wyattville Rd At Park Gates Pedestrian,Wyattville Rd At Park Gates Peds IN,Wyattville Rd At Park Gates Peds OUT,Wyattville Road At Steps Pedestrian,Wyattville Road At Steps Peds IN,Wyattville Road At Steps Peds OUT
"Apr 5, 2023 3:00 PM",120,62,58,35,19,16,31,15,16,,,,505,227,278,49,25,24,,,
"Apr 5, 2023 4:00 PM",119,71,48,23,12,11,22,16,6,,,,573,237,336,55,24,31,,,
"Apr 5, 2023 5:00 PM",89,56,33,27,20,7,38,26,12,,,,1225,456,769,53,24,29,,,
"Apr 5, 2023 6:00 PM",115,66,49,40,29,11,39,22,17,,,,824,351,473,78,41,37,,,
"Apr 5, 2023 7:00 PM",158,94,64,52,28,24,58,30,28,,,,426,188,238,60,28,32,,,
"Apr 5, 2023 8:00 PM",137,80,57,43,15,28,36,20,16,,,,647,257,390,31,17,14,,,
"Apr 5, 2023 9:00 PM",53,35,18,28,14,14,19,9,10,,,,599,266,333,23,10,13,,,
"Apr 5, 2023 10:00 PM",19,11,8,10,4,6,9,4,5,,,,648,300,348,31,13,18,,,
"Apr 5, 2023 11:00 PM",7,3,4,4,0,4,2,0,2,,,,338,178,160,5,2,3,,,
"Apr 6, 2023 12:00 AM",0,0,0,0,0,0,5,3,2,,,,195,95,100,4,4,0,,,
"Apr 6, 2023 1:00 AM",4,4,0,2,0,2,0,0,0,,,,40,35,5,3,3,0,,,
"Apr 6, 2023 2:00 AM",1,1,0,0,0,0,0,0,0,,,,20,15,5,0,0,0,,,
"Apr 6, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,9,3,6,1,1,0,,,
"Apr 6, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,6,3,3,2,0,2,,,
"Apr 6, 2023 5:00 AM",8,3,5,1,0,1,0,0,0,,,,31,10,21,5,2,3,,,
"Apr 6, 2023 6:00 AM",21,8,13,8,3,5,6,3,3,,,,269,156,113,9,3,6,,,
"Apr 6, 2023 7:00 AM",52,29,23,19,11,8,12,7,5,,,,618,249,369,23,7,16,,,
"Apr 6, 2023 8:00 AM",84,38,46,31,12,19,26,10,16,,,,647,255,392,28,14,14,,,
"Apr 6, 2023 9:00 AM",62,39,23,19,7,12,22,10,12,,,,468,199,269,26,9,17,,,
"Apr 6, 2023 10:00 AM",93,51,42,28,14,14,25,15,10,,,,535,266,269,38,22,16,,,
"Apr 6, 2023 11:00 AM",127,65,62,42,21,21,23,12,11,,,,494,223,271,34,15,19,,,
"Apr 6, 2023 12:00 PM",163,91,72,40,23,17,46,30,16,,,,817,377,440,50,25,25,,,
"Apr 6, 2023 1:00 PM",188,113,75,38,14,24,42,18,24,,,,877,410,467,61,23,38,,,
"Apr 6, 2023 2:00 PM",162,84,78,55,19,36,26,16,10,,,,772,366,406,41,21,20,,,
"Apr 6, 2023 3:00 PM",181,119,62,46,26,20,42,25,17,,,,620,294,326,69,38,31,,,
"Apr 6, 2023 4:00 PM",146,72,74,43,15,28,51,29,22,,,,1233,510,723,71,33,38,,,
"Apr 6, 2023 5:00 PM",183,94,89,67,40,27,52,37,15,,,,1455,636,819,63,30,33,,,
"Apr 6, 2023 6:00 PM",188,104,84,78,49,29,53,35,18,,,,1064,509,555,82,48,34,,,
"Apr 6, 2023 7:00 PM",226,126,100,47,30,17,63,32,31,0,0,0,952,405,547,61,26,35,,,
"Apr 6, 2023 8:00 PM",186,97,89,48,16,32,30,8,22,,,,1375,564,811,54,30,24,,,
"Apr 6, 2023 9:00 PM",94,54,40,25,10,15,27,14,13,,,,665,276,389,32,18,14,,,
"Apr 6, 2023 10:00 PM",40,19,21,12,4,8,7,1,6,,,,869,369,500,23,9,14,,,
"Apr 6, 2023 11:00 PM",11,7,4,5,3,2,3,1,2,,,,550,274,276,11,8,3,,,
"Apr 7, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,,,,646,248,398,13,7,6,,,
"Apr 7, 2023 1:00 AM",0,0,0,1,0,1,1,0,1,,,,270,124,146,3,0,3,,,
"Apr 7, 2023 2:00 AM",0,0,0,0,0,0,1,1,0,,,,113,35,78,0,0,0,,,
"Apr 7, 2023 3:00 AM",0,0,0,0,0,0,1,1,0,,,,122,39,83,3,2,1,,,
"Apr 7, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,28,17,11,1,1,0,,,
"Apr 7, 2023 5:00 AM",2,1,1,1,0,1,1,0,1,,,,233,139,94,2,0,2,,,
"Apr 7, 2023 6:00 AM",19,8,11,4,4,0,5,4,1,,,,169,81,88,7,5,2,,,
"Apr 7, 2023 7:00 AM",68,27,41,17,10,7,16,7,9,,,,507,212,295,25,12,13,,,
"Apr 7, 2023 8:00 AM",103,47,56,45,21,24,19,10,9,,,,363,165,198,31,15,16,,,
"Apr 7, 2023 9:00 AM",129,69,60,38,19,19,26,17,9,0,0,0,589,319,270,43,16,27,,,
"Apr 7, 2023 10:00 AM",194,109,85,47,20,27,48,29,19,0,0,0,628,272,356,46,19,27,,,
"Apr 7, 2023 11:00 AM",294,175,119,77,50,27,57,33,24,0,0,0,805,377,428,37,17,20,,,
"Apr 7, 2023 12:00 PM",286,146,140,99,58,41,80,50,30,,,,709,337,372,60,33,27,,,
"Apr 7, 2023 1:00 PM",336,170,166,108,56,52,60,31,29,,,,711,375,336,54,32,22,,,
"Apr 7, 2023 2:00 PM",293,166,127,91,40,51,65,43,22,,,,772,408,364,69,31,38,,,
"Apr 7, 2023 3:00 PM",324,165,159,84,47,37,70,38,32,,,,1105,585,520,64,26,38,,,
"Apr 7, 2023 4:00 PM",351,174,177,90,54,36,85,48,37,,,,1158,564,594,69,31,38,,,
"Apr 7, 2023 5:00 PM",267,129,138,69,45,24,69,23,46,,,,1467,801,666,62,38,24,,,
"Apr 7, 2023 6:00 PM",246,129,117,49,24,25,51,18,33,,,,1548,823,725,77,38,39,,,
"Apr 7, 2023 7:00 PM",177,96,81,47,24,23,42,19,23,,,,763,332,431,48,27,21,,,
"Apr 7, 2023 8:00 PM",130,62,68,19,8,11,25,11,14,,,,851,357,494,33,16,17,,,
"Apr 7, 2023 9:00 PM",53,27,26,17,9,8,18,11,7,,,,637,252,385,18,10,8,,,
"Apr 7, 2023 10:00 PM",30,16,14,15,7,8,9,4,5,,,,1040,374,666,19,9,10,,,
"Apr 7, 2023 11:00 PM",8,4,4,2,1,1,2,1,1,,,,612,238,374,23,16,7,,,
"Apr 8, 2023 12:00 AM",0,0,0,0,0,0,2,1,1,,,,479,280,199,11,5,6,,,
"Apr 8, 2023 1:00 AM",1,1,0,4,4,0,1,1,0,,,,433,228,205,10,4,6,,,
"Apr 8, 2023 2:00 AM",3,1,2,1,1,0,1,1,0,,,,373,223,150,9,3,6,,,
"Apr 8, 2023 3:00 AM",2,2,0,0,0,0,0,0,0,,,,354,225,129,4,2,2,,,
"Apr 8, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,,,,57,24,33,0,0,0,,,
"Apr 8, 2023 5:00 AM",1,0,1,2,2,0,1,0,1,,,,26,14,12,3,3,0,,,
"Apr 8, 2023 6:00 AM",26,12,14,2,0,2,5,3,2,,,,64,39,25,4,1,3,,,
"Apr 8, 2023 7:00 AM",37,13,24,17,8,9,10,5,5,,,,296,133,163,8,4,4,,,
"Apr 8, 2023 8:00 AM",106,57,49,47,30,17,53,32,21,,,,256,126,130,20,8,12,,,
"Apr 8, 2023 9:00 AM",134,67,67,39,13,26,30,17,13,,,,296,143,153,29,13,16,,,
"Apr 8, 2023 10:00 AM",376,204,172,48,29,19,44,28,16,,,,552,249,303,48,25,23,,,
"Apr 8, 2023 11:00 AM",235,142,93,65,35,30,36,21,15,0,0,0,464,246,218,48,23,25,,,
"Apr 8, 2023 12:00 PM",276,150,126,81,38,43,66,31,35,0,0,0,672,278,394,35,20,15,,,
"Apr 8, 2023 1:00 PM",379,214,165,111,69,42,54,40,14,0,0,0,567,268,299,41,22,19,,,
"Apr 8, 2023 2:00 PM",329,168,161,81,41,40,78,54,24,,,,482,242,240,51,22,29,,,
"Apr 8, 2023 3:00 PM",334,181,153,69,31,38,41,22,19,,,,420,208,212,54,24,30,,,
"Apr 8, 2023 4:00 PM",237,118,119,53,20,33,36,21,15,,,,489,227,262,44,25,19,,,
"Apr 8, 2023 5:00 PM",222,111,111,33,18,15,48,23,25,,,,624,281,343,50,18,32,,,
"Apr 8, 2023 6:00 PM",150,93,57,40,21,19,25,11,14,,,,415,190,225,56,30,26,,,
"Apr 8, 2023 7:00 PM",119,72,47,21,13,8,19,14,5,,,,280,144,136,54,25,29,,,
"Apr 8, 2023 8:00 PM",102,51,51,19,5,14,22,8,14,,,,409,180,229,32,11,21,,,
"Apr 8, 2023 9:00 PM",77,33,44,13,4,9,14,9,5,,,,341,140,201,35,13,22,,,
"Apr 8, 2023 10:00 PM",30,12,18,10,2,8,5,2,3,,,,281,144,137,10,7,3,,,
"Apr 8, 2023 11:00 PM",12,6,6,6,1,5,2,0,2,,,,389,178,211,7,5,2,,,
"Apr 9, 2023 12:00 AM",0,0,0,6,3,3,4,3,1,,,,154,83,71,6,2,4,,,
"Apr 9, 2023 1:00 AM",2,2,0,0,0,0,3,0,3,,,,453,164,289,6,3,3,,,
"Apr 9, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,60,28,32,4,3,1,,,
"Apr 9, 2023 3:00 AM",4,3,1,0,0,0,0,0,0,,,,28,18,10,4,4,0,,,
"Apr 9, 2023 4:00 AM",2,1,1,0,0,0,0,0,0,,,,17,14,3,2,1,1,,,
"Apr 9, 2023 5:00 AM",2,1,1,2,1,1,2,1,1,,,,26,15,11,4,2,2,,,
"Apr 9, 2023 6:00 AM",6,3,3,6,3,3,3,1,2,,,,27,16,11,6,1,5,,,
"Apr 9, 2023 7:00 AM",23,9,14,10,7,3,5,4,1,,,,121,68,53,6,4,2,,,
"Apr 9, 2023 8:00 AM",61,29,32,30,15,15,22,16,6,0,0,0,169,88,81,9,7,2,,,
"Apr 9, 2023 9:00 AM",101,47,54,43,24,19,29,10,19,,,,513,227,286,21,10,11,,,
"Apr 9, 2023 10:00 AM",217,137,80,60,34,26,42,25,17,,,,516,238,278,45,21,24,,,
"Apr 9, 2023 11:00 AM",304,211,93,70,46,24,72,47,25,,,,534,243,291,40,25,15,,,
"Apr 9, 2023 12:00 PM",332,185,147,54,22,32,50,19,31,,,,878,465,413,53,16,37,,,
"Apr 9, 2023 1:00 PM",279,173,106,53,29,24,57,26,31,,,,568,316,252,45,23,22,,,
"Apr 9, 2023 2:00 PM",285,160,125,38,22,16,54,35,19,,,,505,211,294,44,18,26,,,
"Apr 9, 2023 3:00 PM",310,191,119,33,22,11,39,13,26,,,,446,184,262,31,17,14,,,
"Apr 9, 2023 4:00 PM",269,122,147,29,17,12,27,21,6,0,0,0,492,211,281,33,16,17,,,
"Apr 9, 2023 5:00 PM",174,98,76,25,11,14,22,15,7,0,,0,819,339,480,42,21,21,,,
"Apr 9, 2023 6:00 PM",148,85,63,20,7,13,43,16,27,0,0,0,436,172,264,20,7,13,,,
"Apr 9, 2023 7:00 PM",88,48,40,29,13,16,20,12,8,0,0,0,306,110,196,40,24,16,,,
"Apr 9, 2023 8:00 PM",75,36,39,13,5,8,23,9,14,0,0,0,485,186,299,22,12,10,,,
"Apr 9, 2023 9:00 PM",54,29,25,10,3,7,11,4,7,0,0,0,432,196,236,36,22,14,,,
"Apr 9, 2023 10:00 PM",20,14,6,11,2,9,7,3,4,0,0,0,525,283,242,6,3,3,,,
"Apr 9, 2023 11:00 PM",6,4,2,5,2,3,0,0,0,0,0,0,513,187,326,9,7,2,,,
"Apr 10, 2023 12:00 AM",0,0,0,1,0,1,0,0,0,0,0,0,110,47,63,11,7,4,,,
"Apr 10, 2023 1:00 AM",0,0,0,1,1,0,1,1,0,0,0,0,47,23,24,3,3,0,,,
"Apr 10, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,176,103,73,7,5,2,,,
"Apr 10, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,42,28,14,6,3,3,,,
"Apr 10, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,0,,0,66,36,30,2,2,0,,,
"Apr 10, 2023 5:00 AM",1,1,0,1,1,0,1,1,0,,,,72,47,25,1,1,0,,,
"Apr 10, 2023 6:00 AM",11,6,5,1,0,1,1,1,0,,,,34,16,18,4,4,0,,,
"Apr 10, 2023 7:00 AM",43,20,23,4,3,1,9,9,0,,,,254,142,112,6,1,5,,,
"Apr 10, 2023 8:00 AM",41,16,25,14,7,7,12,7,5,,,,404,165,239,13,7,6,,,
"Apr 10, 2023 9:00 AM",55,20,35,11,3,8,12,7,5,,,,137,63,74,9,4,5,,,
"Apr 10, 2023 10:00 AM",92,56,36,27,15,12,17,10,7,,,,526,250,276,26,18,8,,,
"Apr 10, 2023 11:00 AM",281,148,133,60,29,31,52,31,21,0,0,0,419,210,209,51,27,24,,,
"Apr 10, 2023 12:00 PM",319,194,125,73,35,38,68,39,29,0,,0,570,198,372,57,30,27,,,
"Apr 10, 2023 1:00 PM",168,86,82,28,12,16,29,19,10,,,,312,113,199,44,15,29,,,
"Apr 10, 2023 2:00 PM",257,147,110,64,45,19,51,38,13,,,,721,265,456,46,25,21,,,
"Apr 10, 2023 3:00 PM",291,175,116,97,57,40,47,26,21,0,0,0,614,242,372,33,15,18,,,
"Apr 10, 2023 4:00 PM",278,168,110,76,41,35,38,20,18,,,,728,301,427,68,29,39,,,
"Apr 10, 2023 5:00 PM",250,140,110,54,28,26,37,25,12,,,,1055,371,684,39,19,20,,,
"Apr 10, 2023 6:00 PM",118,61,57,20,10,10,31,12,19,,,,798,330,468,22,9,13,,,
"Apr 10, 2023 7:00 PM",104,60,44,26,9,17,19,11,8,,,,659,241,418,51,30,21,,,
"Apr 10, 2023 8:00 PM",99,52,47,17,10,7,17,3,14,,,,788,316,472,25,9,16,,,
"Apr 10, 2023 9:00 PM",23,6,17,5,2,3,8,4,4,,,,1272,428,844,18,9,9,,,
"Apr 10, 2023 10:00 PM",20,13,7,4,1,3,4,0,4,,,,836,323,513,7,3,4,,,
"Apr 10, 2023 11:00 PM",9,6,3,3,1,2,1,0,1,,,,548,176,372,16,13,3,,,
"Apr 11, 2023 12:00 AM",0,0,0,0,0,0,2,0,2,,,,865,615,250,4,1,3,,,
"Apr 11, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,,,,237,119,118,1,0,1,,,
"Apr 11, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,52,16,36,0,0,0,,,
"Apr 11, 2023 3:00 AM",2,1,1,0,0,0,0,0,0,,,,25,9,16,4,2,2,,,
"Apr 11, 2023 4:00 AM",0,0,0,3,2,1,0,0,0,,,,224,115,109,0,0,0,,,
"Apr 11, 2023 5:00 AM",3,1,2,2,0,2,0,0,0,,,,25,16,9,1,0,1,,,
"Apr 11, 2023 6:00 AM",21,11,10,10,4,6,9,7,2,,,,96,39,57,8,5,3,,,
"Apr 11, 2023 7:00 AM",55,21,34,30,11,19,23,13,10,,,,545,242,303,26,10,16,,,
"Apr 11, 2023 8:00 AM",98,59,39,51,18,33,27,9,18,,,,836,345,491,33,15,18,,,
"Apr 11, 2023 9:00 AM",78,37,41,31,16,15,21,10,11,,,,538,262,276,36,16,20,,,
"Apr 11, 2023 10:00 AM",132,76,56,35,23,12,16,7,9,,,,389,152,237,27,17,10,,,
"Apr 11, 2023 11:00 AM",92,44,48,21,7,14,20,9,11,,,,690,266,424,40,17,23,,,
"Apr 11, 2023 12:00 PM",61,42,19,27,12,15,24,12,12,,,,632,276,356,27,11,16,,,
"Apr 11, 2023 1:00 PM",97,50,47,28,21,7,16,9,7,,,,638,264,374,34,11,23,,,
"Apr 11, 2023 2:00 PM",59,33,26,21,15,6,17,7,10,,,,541,250,291,23,10,13,,,
"Apr 11, 2023 3:00 PM",43,23,20,21,6,15,8,3,5,,,,581,265,316,18,10,8,,,
"Apr 11, 2023 4:00 PM",35,12,23,23,15,8,8,7,1,,,,671,245,426,32,14,18,,,
"Apr 11, 2023 5:00 PM",17,9,8,17,11,6,20,15,5,,,,585,176,409,25,17,8,,,
"Apr 11, 2023 6:00 PM",19,16,3,11,8,3,7,6,1,,,,284,107,177,25,10,15,,,
"Apr 11, 2023 7:00 PM",32,18,14,16,7,9,12,7,5,,,,352,145,207,32,15,17,,,
"Apr 11, 2023 8:00 PM",66,40,26,38,13,25,24,7,17,,,,659,247,412,26,7,19,,,
"Apr 11, 2023 9:00 PM",37,18,19,10,4,6,13,5,8,,,,766,271,495,15,7,8,,,
"Apr 11, 2023 10:00 PM",1,0,1,3,1,2,3,2,1,,,,485,187,298,11,6,5,,,
"Apr 11, 2023 11:00 PM",6,5,1,2,1,1,3,1,2,,,,398,163,235,4,3,1,,,
"Apr 12, 2023 12:00 AM",0,0,0,0,0,0,0,0,0,,,,81,38,43,7,6,1,,,
"Apr 12, 2023 1:00 AM",0,0,0,1,1,0,0,0,0,,,,81,42,39,1,1,0,,,
"Apr 12, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,33,15,18,0,0,0,,,
"Apr 12, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,173,90,83,0,0,0,,,
"Apr 12, 2023 4:00 AM",0,0,0,1,0,1,0,0,0,,,,68,31,37,1,1,0,,,
"Apr 12, 2023 5:00 AM",1,1,0,0,0,0,2,2,0,,,,90,30,60,3,1,2,,,
"Apr 12, 2023 6:00 AM",19,5,14,6,2,4,7,3,4,,,,275,119,156,3,2,1,,,
"Apr 12, 2023 7:00 AM",46,25,21,22,10,12,15,7,8,,,,409,137,272,21,10,11,,,
"Apr 12, 2023 8:00 AM",45,25,20,16,6,10,14,6,8,,,,547,194,353,16,4,12,,,
"Apr 12, 2023 9:00 AM",50,25,25,22,9,13,19,10,9,,,,376,147,229,25,13,12,,,
"Apr 12, 2023 10:00 AM",78,52,26,35,22,13,13,9,4,,,,719,302,417,29,13,16,,,
"Apr 12, 2023 11:00 AM",111,56,55,21,12,9,28,13,15,,,,971,452,519,31,13,18,,,
"Apr 12, 2023 12:00 PM",109,61,48,27,13,14,24,15,9,,,,481,204,277,51,30,21,,,
"Apr 12, 2023 1:00 PM",127,64,63,34,21,13,44,23,21,,,,747,331,416,57,23,34,,,
"Apr 12, 2023 2:00 PM",78,41,37,20,8,12,18,9,9,,,,591,279,312,48,14,34,,,
"Apr 12, 2023 3:00 PM",26,10,16,13,5,8,8,6,2,,,,766,288,478,27,11,16,,,
"Apr 12, 2023 4:00 PM",18,13,5,12,7,5,8,3,5,,,,881,378,503,18,5,13,,,
"Apr 12, 2023 5:00 PM",21,7,14,8,6,2,17,13,4,,,,882,294,588,31,22,9,,,
"Apr 12, 2023 6:00 PM",21,13,8,24,16,8,20,10,10,,,,1517,420,1097,25,11,14,,,
"Apr 12, 2023 7:00 PM",52,22,30,25,13,12,9,6,3,,,,1006,381,625,30,16,14,,,
"Apr 12, 2023 8:00 PM",41,26,15,17,5,12,20,6,14,,,,706,224,482,31,13,18,,,
"Apr 12, 2023 9:00 PM",31,18,13,9,5,4,17,6,11,,,,1047,358,689,16,4,12,,,
"Apr 12, 2023 10:00 PM",8,5,3,7,2,5,5,1,4,,,,961,292,669,12,5,7,,,
"Apr 12, 2023 11:00 PM",4,3,1,2,1,1,2,2,0,,,,647,252,395,5,4,1,,,
"Apr 13, 2023 12:00 AM",0,0,0,0,0,0,1,0,1,,,,532,286,246,2,2,0,,,
"Apr 13, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,,,,79,48,31,1,1,0,,,
"Apr 13, 2023 2:00 AM",0,0,0,0,0,0,3,3,0,,,,171,76,95,8,5,3,,,
"Apr 13, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,65,35,30,1,1,0,,,
"Apr 13, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,,,,80,53,27,0,0,0,,,
"Apr 13, 2023 5:00 AM",2,1,1,2,0,2,2,0,2,,,,234,135,99,3,2,1,,,
"Apr 13, 2023 6:00 AM",19,8,11,13,6,7,16,11,5,,,,452,211,241,10,8,2,,,
"Apr 13, 2023 7:00 AM",69,36,33,19,8,11,15,9,6,,,,474,215,259,23,7,16,,,
"Apr 13, 2023 8:00 AM",95,52,43,43,14,29,31,12,19,,,,1167,421,746,38,19,19,,,
"Apr 13, 2023 9:00 AM",75,32,43,28,14,14,21,9,12,0,0,0,680,281,399,33,18,15,,,
"Apr 13, 2023 10:00 AM",105,71,34,35,20,15,22,11,11,0,0,0,688,300,388,30,18,12,,,
"Apr 13, 2023 11:00 AM",163,83,80,38,18,20,35,15,20,0,0,0,718,302,416,30,16,14,,,
"Apr 13, 2023 12:00 PM",207,115,92,48,17,31,51,30,21,0,0,0,1178,554,624,40,15,25,,,
"Apr 13, 2023 1:00 PM",230,129,101,51,25,26,43,26,17,0,0,0,1042,496,546,45,28,17,,,
"Apr 13, 2023 2:00 PM",146,76,70,56,27,29,32,16,16,0,0,0,866,394,472,52,23,29,,,
"Apr 13, 2023 3:00 PM",147,76,71,38,22,16,25,17,8,0,,0,1350,604,746,50,23,27,,,
"Apr 13, 2023 4:00 PM",138,63,75,59,32,27,34,18,16,,,,1538,713,825,78,45,33,,,
"Apr 13, 2023 5:00 PM",164,102,62,51,26,25,37,21,16,,,,2016,795,1221,62,29,33,,,
"Apr 13, 2023 6:00 PM",157,90,67,53,26,27,56,26,30,,,,1067,492,575,96,46,50,,,
"Apr 13, 2023 7:00 PM",237,139,98,68,44,24,55,27,28,,,,1341,583,758,76,42,34,,,
"Apr 13, 2023 8:00 PM",212,137,75,74,41,33,58,32,26,,,,919,367,552,44,20,24,,,
"Apr 13, 2023 9:00 PM",105,72,33,43,15,28,24,15,9,,,,995,373,622,55,24,31,,,
"Apr 13, 2023 10:00 PM",63,38,25,10,5,5,10,5,5,,,,1024,454,570,21,11,10,,,
"Apr 13, 2023 11:00 PM",14,13,1,4,3,1,9,6,3,,,,1120,591,529,13,9,4,,,
"Apr 14, 2023 12:00 AM",0,0,0,0,0,0,5,4,1,,,,819,533,286,12,4,8,,,
"Apr 14, 2023 1:00 AM",1,1,0,0,0,0,2,1,1,,,,656,513,143,8,4,4,,,
"Apr 14, 2023 2:00 AM",1,1,0,0,0,0,0,0,0,,,,479,362,117,2,1,1,,,
"Apr 14, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,845,747,98,1,1,0,,,
"Apr 14, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,601,552,49,1,1,0,,,
"Apr 14, 2023 5:00 AM",2,0,2,2,0,2,2,1,1,,,,11,2,9,1,1,0,,,
"Apr 14, 2023 6:00 AM",26,10,16,7,4,3,5,4,1,,,,149,77,72,12,6,6,,,
"Apr 14, 2023 7:00 AM",68,33,35,19,13,6,22,13,9,,,,827,355,472,28,10,18,,,
"Apr 14, 2023 8:00 AM",102,55,47,41,17,24,23,11,12,,,,998,422,576,30,15,15,,,
"Apr 14, 2023 9:00 AM",102,55,47,31,12,19,18,10,8,,,,762,352,410,27,11,16,,,
"Apr 14, 2023 10:00 AM",130,71,59,37,22,15,32,19,13,0,0,0,635,305,330,42,21,21,,,
"Apr 14, 2023 11:00 AM",179,108,71,59,25,34,50,25,25,0,0,0,915,457,458,40,18,22,,,
"Apr 14, 2023 12:00 PM",256,148,108,62,27,35,62,36,26,0,0,0,1148,515,633,44,24,20,,,
"Apr 14, 2023 1:00 PM",262,150,112,56,31,25,74,48,26,0,0,0,1223,570,653,55,30,25,,,
"Apr 14, 2023 2:00 PM",233,143,90,44,23,21,22,13,9,0,0,0,1642,772,870,76,40,36,,,
"Apr 14, 2023 3:00 PM",221,111,110,50,33,17,43,21,22,0,,0,1064,499,565,77,32,45,,,
"Apr 14, 2023 4:00 PM",234,128,106,51,29,22,58,30,28,,,,1588,731,857,61,36,25,,,
"Apr 14, 2023 5:00 PM",213,117,96,68,40,28,55,34,21,0,0,0,1337,573,764,74,41,33,,,
"Apr 14, 2023 6:00 PM",197,115,82,47,26,21,40,22,18,,,,1397,664,733,94,50,44,,,
"Apr 14, 2023 7:00 PM",170,96,74,40,24,16,66,39,27,,,,1304,500,804,57,23,34,,,
"Apr 14, 2023 8:00 PM",139,72,67,36,17,19,32,16,16,,,,891,384,507,46,15,31,,,
"Apr 14, 2023 9:00 PM",68,42,26,12,5,7,25,16,9,,,,1141,518,623,14,5,9,,,
"Apr 14, 2023 10:00 PM",18,11,7,8,2,6,17,3,14,,,,1371,627,744,18,11,7,,,
"Apr 14, 2023 11:00 PM",13,8,5,5,2,3,4,2,2,,,,1959,872,1087,5,3,2,,,
"Apr 15, 2023 12:00 AM",0,0,0,0,0,0,2,0,2,0,0,0,699,385,314,11,10,1,,,
"Apr 15, 2023 1:00 AM",1,0,1,4,1,3,1,1,0,,,,63,27,36,8,5,3,,,
"Apr 15, 2023 2:00 AM",2,0,2,1,1,0,0,0,0,,,,35,23,12,7,0,7,,,
"Apr 15, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,53,23,30,3,1,2,,,
"Apr 15, 2023 4:00 AM",1,0,1,0,0,0,0,0,0,,,,5,5,0,3,2,1,,,
"Apr 15, 2023 5:00 AM",2,1,1,1,1,0,1,1,0,,,,27,21,6,2,1,1,,,
"Apr 15, 2023 6:00 AM",28,11,17,2,2,0,4,3,1,,,,111,61,50,0,0,0,,,
"Apr 15, 2023 7:00 AM",49,26,23,14,9,5,21,14,7,,,,191,98,93,8,4,4,,,
"Apr 15, 2023 8:00 AM",62,34,28,35,22,13,22,13,9,,,,549,224,325,26,12,14,,,
"Apr 15, 2023 9:00 AM",146,79,67,56,30,26,50,29,21,0,0,0,918,381,537,42,21,21,,,
"Apr 15, 2023 10:00 AM",214,98,116,94,67,27,47,24,23,0,0,0,988,452,536,84,46,38,,,
"Apr 15, 2023 11:00 AM",300,163,137,98,42,56,65,34,31,0,0,0,716,339,377,75,44,31,,,
"Apr 15, 2023 12:00 PM",353,204,149,124,72,52,95,50,45,0,0,0,1916,969,947,57,35,22,,,
"Apr 15, 2023 1:00 PM",318,169,149,130,69,61,81,43,38,0,0,0,1522,752,770,76,42,34,,,
"Apr 15, 2023 2:00 PM",259,124,135,88,52,36,71,35,36,0,0,0,1722,746,976,59,32,27,,,
"Apr 15, 2023 3:00 PM",298,162,136,66,33,33,63,38,25,0,0,0,1449,625,824,65,29,36,,,
"Apr 15, 2023 4:00 PM",245,141,104,84,42,42,32,17,15,,,,1009,474,535,42,19,23,,,
"Apr 15, 2023 5:00 PM",176,100,76,43,21,22,44,26,18,,,,1124,446,678,42,25,17,,,
"Apr 15, 2023 6:00 PM",125,71,54,20,8,12,16,10,6,0,,0,1192,474,718,56,27,29,,,
"Apr 15, 2023 7:00 PM",131,60,71,25,14,11,19,10,9,,,,779,342,437,51,26,25,,,
"Apr 15, 2023 8:00 PM",40,17,23,2,1,1,10,6,4,,,,1143,457,686,30,17,13,,,
"Apr 15, 2023 9:00 PM",17,4,13,1,0,1,4,1,3,,,,696,267,429,9,3,6,,,
"Apr 15, 2023 10:00 PM",0,0,0,10,4,6,10,4,6,,,,643,235,408,16,5,11,,,
