,year,month,day,real data,data with prediction for 2023
547,2022,11,15,1803.6666666666667,1803.6666666666667
548,2022,11,16,1903.5,1903.5
549,2022,11,17,1875.0,1875.0
550,2022,11,18,2173.3333333333335,2173.3333333333335
551,2022,11,19,2171.6666666666665,2171.6666666666665
552,2022,11,20,1489.8333333333333,1489.8333333333333
553,2022,11,21,1323.6666666666667,1323.6666666666667
554,2022,11,22,1801.3333333333333,1801.3333333333333
555,2022,11,23,1836.3333333333333,1836.3333333333333
556,2022,11,24,1700.1666666666667,1700.1666666666667
557,2022,11,25,2232.1666666666665,2232.1666666666665
558,2022,11,26,1962.0,1962.0
559,2022,11,27,1647.1666666666667,1647.1666666666667
560,2022,11,28,1824.3333333333333,1824.3333333333333
561,2022,11,29,1852.0,1852.0
562,2022,11,30,1931.8333333333333,1931.8333333333333
563,2022,12,1,2091.8333333333335,2091.8333333333335
564,2022,12,2,2285.6666666666665,2285.6666666666665
565,2022,12,3,2318.8333333333335,2318.8333333333335
566,2022,12,4,1332.0,1332.0
567,2022,12,5,1572.3333333333333,1572.3333333333333
568,2022,12,6,1853.3333333333333,1853.3333333333333
569,2022,12,7,2159.0,2159.0
570,2022,12,8,2086.8333333333335,2086.8333333333335
571,2022,12,9,1963.3333333333333,1963.3333333333333
572,2022,12,10,2174.3333333333335,2174.3333333333335
573,2022,12,11,1579.0,1579.0
574,2022,12,12,1633.1666666666667,1633.1666666666667
575,2022,12,13,1954.5,1954.5
576,2022,12,14,2187.1666666666665,2187.1666666666665
577,2022,12,15,2046.1666666666667,2046.1666666666667
578,2022,12,16,2321.6666666666665,2321.6666666666665
579,2022,12,17,2677.5,2677.5
580,2022,12,18,1351.6666666666667,1351.6666666666667
581,2022,12,19,2175.1666666666665,2175.1666666666665
582,2022,12,20,2480.3333333333335,2480.3333333333335
583,2022,12,21,2685.5,2685.5
584,2022,12,22,2922.5,2922.5
585,2022,12,23,2888.5,2888.5
586,2022,12,24,2220.5,2220.5
587,2022,12,25,248.66666666666666,248.66666666666666
588,2022,12,26,836.0,836.0
589,2022,12,27,1374.1666666666667,1374.1666666666667
590,2022,12,28,1750.5,1750.5
591,2022,12,29,1800.5,1800.5
592,2022,12,30,1805.0,1805.0
593,2022,12,31,1767.3333333333333,1767.3333333333333
594,2023,1,1,922.1666666666666,1197.6370548818572
595,2023,1,2,1513.5,1723.438090494638
596,2023,1,3,1885.1666666666667,1877.3160573039304
597,2023,1,4,1855.5,1856.9986766710672
598,2023,1,5,1726.6666666666667,1738.9175140230807
599,2023,1,6,1960.0,1871.7763140554516
600,2023,1,7,2042.6666666666667,2170.074599828801
601,2023,1,8,1361.6666666666667,1657.6088419747139
602,2023,1,9,1591.6666666666667,1636.4336165363102
603,2023,1,10,1433.5,1547.2780763087646
604,2023,1,11,1497.8333333333333,1565.1474399186184
605,2023,1,12,1482.0,1594.1554844077402
606,2023,1,13,1865.5,1892.8009139861163
607,2023,1,14,1934.0,2000.9510123288567
608,2023,1,15,1347.1666666666667,1591.615859032468
609,2023,1,16,1621.0,1698.257274738215
610,2023,1,17,1568.1666666666667,1646.451048718255
611,2023,1,18,1573.8333333333333,1683.9948312942106
612,2023,1,19,1668.0,1773.3534558648435
613,2023,1,20,1977.6666666666667,1942.8406793092229
614,2023,1,21,2016.8333333333333,2096.1686106485804
615,2023,1,22,1358.5,1584.4042690335386
616,2023,1,23,1630.8333333333333,1668.9599707074858
617,2023,1,24,1710.3333333333333,1753.28280975752
618,2023,1,25,1715.5,1746.1530869697517
619,2023,1,26,1752.6666666666667,1777.6027751142617
620,2023,1,27,2015.5,2013.160540724689
621,2023,1,28,2175.5,2122.649021236301
622,2023,1,29,1427.3333333333333,1704.5403966586148
623,2023,1,30,1669.0,1719.048819366788
624,2023,1,31,1672.8333333333333,1736.35933885381
625,2023,2,1,1731.3333333333333,1809.3143720791568
626,2023,2,2,1759.0,1779.8855549178793
627,2023,2,3,2120.6666666666665,2090.2082796804525
628,2023,2,4,1977.1666666666667,2104.6869241078
629,2023,2,5,1658.8333333333333,1947.166432616059
630,2023,2,6,1558.1666666666667,1812.8010230526295
631,2023,2,7,1789.1666666666667,1796.1372106365352
632,2023,2,8,987.6666666666666,1801.4047413403352
633,2023,2,9,1857.8333333333333,1850.9444870179075
634,2023,2,10,2060.0,2036.6404635341898
635,2023,2,11,2038.5,2111.3516614577684
636,2023,2,12,1529.3333333333333,1812.9585767855094
637,2023,2,13,2066.0,1966.17597234792
638,2023,2,14,2048.1666666666665,2109.72045929563
639,2023,2,15,1845.8333333333333,1854.6128596245085
640,2023,2,16,2090.3333333333335,2054.192654298022
641,2023,2,17,2178.8333333333335,2177.6258428244237
642,2023,2,18,2104.8333333333335,2215.843498240023
643,2023,2,19,1557.6666666666667,1832.8821578367538
644,2023,2,20,1644.8333333333333,1756.3421220130372
645,2023,2,21,1656.3333333333333,1783.4973456542793
646,2023,2,22,1742.0,1785.040677142649
647,2023,2,23,1768.1666666666667,1825.8995001050644
648,2023,2,24,2000.8333333333333,2013.614474902496
649,2023,2,25,2100.1666666666665,2191.2977834370154
650,2023,2,26,1425.0,1719.6340817226367
651,2023,2,27,1614.8333333333333,1679.48210815301
652,2023,2,28,1689.6666666666667,1752.0931803943045
653,2023,3,1,1872.0,1858.8822237393229
654,2023,3,2,1781.3333333333333,1923.2211544637453
655,2023,3,3,2050.1666666666665,1971.628785136508
656,2023,3,4,2157.8333333333335,2226.6101198783176
657,2023,3,5,1474.6666666666667,1815.0676883475242
658,2023,3,6,1434.0,1494.0366115664337
659,2023,3,7,1772.0,1851.280579562941
660,2023,3,8,1697.6666666666667,1731.7795451656077
661,2023,3,9,1118.1666666666667,1212.4015833516587
662,2023,3,10,2010.0,1991.0785798227284
663,2023,3,11,1451.3333333333333,1604.1725544103447
664,2023,3,12,1518.1666666666667,1736.5601728641286
665,2023,3,13,1500.6666666666667,1589.1196988871413
666,2023,3,14,1745.8333333333333,1760.607933401864
667,2023,3,15,1674.5,1667.270514376915
668,2023,3,16,2348.3333333333335,2230.16364099494
669,2023,3,17,1431.0,1633.964999790385
670,2023,3,18,2010.0,2010.3833748331322
671,2023,3,19,1343.0,1560.8668318656319
672,2023,3,20,1744.0,1809.4224725708282
673,2023,3,21,1288.0,1619.792099318381
674,2023,3,22,1837.6666666666667,1782.1021966627006
675,2023,3,23,1982.6666666666667,1830.1362652974196
676,2023,3,24,2012.8333333333333,1850.9688398706626
677,2023,3,25,2344.5,2276.7113299165035
678,2023,3,26,1469.0,1554.9323565473287
679,2023,3,27,1645.3333333333333,1708.5714572701004
680,2023,3,28,1647.6666666666667,1625.8204333217154
681,2023,3,29,1756.8333333333333,1664.774909089108
682,2023,3,30,1863.6666666666667,1777.547696041131
683,2023,3,31,1899.6666666666667,1777.7176188785675
684,2023,4,1,1945.3333333333333,1896.9462635043878
685,2023,4,2,1668.5,1836.8234827980598
686,2023,4,3,2036.6666666666667,1856.1039172300361
687,2023,4,4,2092.5,1863.9914454488717
688,2023,4,5,2117.0,1869.9682608307357
689,2023,4,6,2291.5,2057.7143317535565
690,2023,4,7,2110.5,2074.987952056433
691,2023,4,8,2274.1666666666665,2123.7595885786445
692,2023,4,9,1053.1666666666667,1169.492843209539
693,2023,4,10,1282.8333333333333,1320.8036489698304
694,2023,4,11,1655.0,1535.0687251397662
695,2023,4,12,1621.1666666666667,1510.485163213063
696,2023,4,13,2063.5,1893.4493010809485
697,2023,4,14,2228.3333333333335,2021.621709730516
698,2023,4,15,2202.0,2081.5655739940044
699,2023,4,16,1614.8333333333333,1703.0116691562253
700,2023,4,17,1779.8333333333333,1695.4326978086945
701,2023,4,18,1800.3333333333333,1763.417328310867
702,2023,4,19,1849.1666666666667,1724.2341052287413
703,2023,4,20,1951.6666666666667,1796.0409089405557
704,2023,4,21,2092.6666666666665,1892.1141094587238
705,2023,4,22,1802.1666666666667,1728.8307686870378
706,2023,4,23,1519.1666666666667,1681.5046591601467
707,2023,4,24,1598.3333333333333,1505.4038470822563
708,2023,4,25,1762.5,1700.829683988453
709,2023,4,26,1934.5,1869.6711328501099
710,2023,4,27,1712.6666666666667,1576.6877810928515
711,2023,4,28,2170.6666666666665,1916.7874070356065
712,2023,4,29,2214.8333333333335,1992.966997461535
713,2023,4,30,1924.1666666666667,1857.8203543768166
