,Unnamed: 0,index,UTC Datetime,Local Datetime,countlineId,countlineName,Sensor Number,direction,Pedestrian
3669,3669,11007,01/18/2023,01/18/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2806.9642885409758
3670,3670,11008,01/18/2023,01/18/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2540.8886491691337
3671,3671,11009,01/18/2023,01/18/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1961.8747987305114
3672,3672,11022,01/19/2023,01/19/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,149.65715245173857
3673,3673,11023,01/19/2023,01/19/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,147.04051046945133
3674,3674,11024,01/19/2023,01/19/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2712.1218789429395
3675,3675,11025,01/19/2023,01/19/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2963.371286260331
3676,3676,11026,01/19/2023,01/19/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2676.3737099408618
3677,3677,11027,01/19/2023,01/19/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2064.1525626808716
3678,3678,11040,01/20/2023,01/20/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,152.53611780719538
3679,3679,11041,01/20/2023,01/20/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,141.56698196056433
3680,3680,11042,01/20/2023,01/20/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2877.6927230556357
3681,3681,11043,01/20/2023,01/20/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3144.6881245126115
3682,3682,11044,01/20/2023,01/20/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3120.911923611499
3683,3683,11045,01/20/2023,01/20/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2236.3012663710333
3684,3684,11058,01/21/2023,01/21/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,142.57442137615948
3685,3685,11059,01/21/2023,01/21/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,135.5048737993979
3686,3686,11060,01/21/2023,01/21/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3066.440627491462
3687,3687,11061,01/21/2023,01/21/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3307.4679995927954
3688,3688,11062,01/21/2023,01/21/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3195.011011480911
3689,3689,11063,01/21/2023,01/21/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2510.4060848937074
3690,3690,11076,01/22/2023,01/22/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,153.55014897219928
3691,3691,11077,01/22/2023,01/22/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,128.98864354724122
3692,3692,11078,01/22/2023,01/22/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2462.17551215384
3693,3693,11079,01/22/2023,01/22/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2357.408972033073
3694,3694,11080,01/22/2023,01/22/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2399.235693253216
3695,3695,11081,01/22/2023,01/22/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1743.347591984601
3696,3696,11094,01/23/2023,01/23/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,156.43570607706482
3697,3697,11095,01/23/2023,01/23/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,145.92728407083274
3698,3698,11096,01/23/2023,01/23/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2523.5262227284816
3699,3699,11097,01/23/2023,01/23/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2727.4888828081444
3700,3700,11098,01/23/2023,01/23/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2555.700032129103
3701,3701,11099,01/23/2023,01/23/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1898.6413633053378
3702,3702,11112,01/24/2023,01/24/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,140.51768846788593
3703,3703,11113,01/24/2023,01/24/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,163.08639389051066
3704,3704,11114,01/24/2023,01/24/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2647.2199152063954
3705,3705,11115,01/24/2023,01/24/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2829.8681455727497
3706,3706,11116,01/24/2023,01/24/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2675.0311189161175
3707,3707,11117,01/24/2023,01/24/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2009.123980059935
3708,3708,11130,01/25/2023,01/25/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,155.74793119117072
3709,3709,11131,01/25/2023,01/25/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,157.5202618974177
3710,3710,11132,01/25/2023,01/25/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2589.0787144350984
3711,3711,11133,01/25/2023,01/25/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2924.666397513072
3712,3712,11134,01/25/2023,01/25/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2618.9113887254193
3713,3713,11135,01/25/2023,01/25/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1937.8732023795671
3714,3714,11148,01/26/2023,01/26/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,166.65313413186158
3715,3715,11149,01/26/2023,01/26/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,157.8465181765275
3716,3716,11150,01/26/2023,01/26/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2659.101583403785
3717,3717,11151,01/26/2023,01/26/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3041.2727517541452
3718,3718,11152,01/26/2023,01/26/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2723.572141863163
3719,3719,11153,01/26/2023,01/26/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2059.188193838875
3720,3720,11166,01/27/2023,01/27/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,194.19939189529987
3721,3721,11167,01/27/2023,01/27/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,169.11323972400263
3722,3722,11168,01/27/2023,01/27/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3048.0226348012056
3723,3723,11169,01/27/2023,01/27/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3303.056948075404
3724,3724,11170,01/27/2023,01/27/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3134.215602819021
3725,3725,11171,01/27/2023,01/27/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2422.3662923380016
3726,3726,11184,01/28/2023,01/28/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,178.63630114349652
3727,3727,11185,01/28/2023,01/28/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,189.19316897622056
3728,3728,11186,01/28/2023,01/28/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3121.998145027515
3729,3729,11187,01/28/2023,01/28/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3344.962770288452
3730,3730,11188,01/28/2023,01/28/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3272.1278104358466
3731,3731,11189,01/28/2023,01/28/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2458.82296845165
3732,3732,11202,01/29/2023,01/29/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,137.36980798985078
3733,3733,11203,01/29/2023,01/29/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,142.2547568464584
3734,3734,11204,01/29/2023,01/29/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2761.326613358875
3735,3735,11205,01/29/2023,01/29/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2665.6135254871633
3736,3736,11206,01/29/2023,01/29/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2401.8523352355032
3737,3737,11207,01/29/2023,01/29/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2006.363985186319
3738,3738,11220,01/30/2023,01/30/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,147.6577606999965
3739,3739,11221,01/30/2023,01/30/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,180.1881625536571
3740,3740,11222,01/30/2023,01/30/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2654.7103071346196
3741,3741,11223,01/30/2023,01/30/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2893.3329302121965
3742,3742,11224,01/30/2023,01/30/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2561.096444233232
3743,3743,11225,01/30/2023,01/30/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,1966.900796897817
3744,3744,11238,01/31/2023,01/31/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,155.54954072394136
3745,3745,11239,01/31/2023,01/31/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,171.34628427064857
3746,3746,11240,01/31/2023,01/31/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2547.988532919825
3747,3747,11241,01/31/2023,01/31/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2913.908835632488
3748,3748,11242,01/31/2023,01/31/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2639.174221365419
3749,3749,11243,01/31/2023,01/31/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2086.8270550865195
3750,3750,17826,02/01/2023,02/01/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,153.15995978714926
3751,3751,17827,02/01/2023,02/01/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,170.9495033361898
3752,3752,17828,02/01/2023,02/01/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2760.5857854852275
3753,3753,17829,02/01/2023,02/01/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3016.82592864225
3754,3754,17830,02/01/2023,02/01/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2782.839752531896
3755,3755,17831,02/01/2023,02/01/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2174.4565642164657
3756,3756,17844,02/02/2023,02/02/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,164.95132808096358
3757,3757,17845,02/02/2023,02/02/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,170.7511128689604
3758,3758,17846,02/02/2023,02/02/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2643.7368831192107
3759,3759,17847,02/02/2023,02/02/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3016.016879693884
3760,3760,17848,02/02/2023,02/02/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2643.9204244919592
3761,3761,17849,02/02/2023,02/02/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2070.080213280749
3762,3762,17862,02/03/2023,02/03/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,191.6753533972186
3763,3763,17863,02/03/2023,02/03/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,167.80162285815464
3764,3764,17864,02/03/2023,02/03/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3112.3979672032638
3765,3765,17865,02/03/2023,02/03/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3312.7078753067785
3766,3766,17866,02/03/2023,02/03/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3163.8317769895502
3767,3767,17867,02/03/2023,02/03/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2632.840894501043
3768,3768,17880,02/04/2023,02/04/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,211.49295927626696
3769,3769,17881,02/04/2023,02/04/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,176.48037300160829
3770,3770,17882,02/04/2023,02/04/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2988.722065385429
3771,3771,17883,02/04/2023,02/04/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2976.0488199072693
3772,3772,17884,02/04/2023,02/04/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3162.9986646241805
3773,3773,17885,02/04/2023,02/04/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2796.9458889383754
3774,3774,17898,02/05/2023,02/05/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,186.8322586176942
3775,3775,17899,02/05/2023,02/05/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,173.89899334699555
3776,3776,17900,02/05/2023,02/05/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3230.836296887746
3777,3777,17901,02/05/2023,02/05/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2826.535058126303
3778,3778,17902,02/05/2023,02/05/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2843.1721437727556
3779,3779,17903,02/05/2023,02/05/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2627.858734998968
3780,3780,17916,02/06/2023,02/06/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,147.232309187272
3781,3781,17917,02/06/2023,02/06/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,140.81527416873
3782,3782,17918,02/06/2023,02/06/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2887.5641195830963
3783,3783,17919,02/06/2023,02/06/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2583.1576555846295
3784,3784,17920,02/06/2023,02/06/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2710.6609554213214
3785,3785,17921,02/06/2023,02/06/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2305.7091886898056
3786,3786,17934,02/07/2023,02/07/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,174.38837776566027
3787,3787,17935,02/07/2023,02/07/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,193.88631911500752
3788,3788,17936,02/07/2023,02/07/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2656.6348860622347
3789,3789,17937,02/07/2023,02/07/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2797.278098981927
3790,3790,17938,02/07/2023,02/07/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2698.59408025552
3791,3791,17939,02/07/2023,02/07/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2264.2950544760533
3792,3792,17952,02/08/2023,02/08/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,160.824678765599
3793,3793,17953,02/08/2023,02/08/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,154.7691623538413
3794,3794,17954,02/08/2023,02/08/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2700.8706444749128
3795,3795,17955,02/08/2023,02/08/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2848.2350698633995
3796,3796,17956,02/08/2023,02/08/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2662.007553741844
3797,3797,17957,02/08/2023,02/08/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2317.665988703806
3798,3798,17970,02/09/2023,02/09/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,157.93912166073343
3799,3799,17971,02/09/2023,02/09/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,145.99121697677296
3800,3800,17972,02/09/2023,02/09/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2748.589434974775
3801,3801,17973,02/09/2023,02/09/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2853.602811389263
3802,3802,17974,02/09/2023,02/09/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2824.972635790439
3803,3803,17975,02/09/2023,02/09/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2494.8317952312336
3804,3804,17988,02/10/2023,02/10/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,170.31906960682716
3805,3805,17989,02/10/2023,02/10/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,162.69620470546064
3806,3806,17990,02/10/2023,02/10/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2984.967814595035
3807,3807,17991,02/10/2023,02/10/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3114.053312015817
3808,3808,17992,02/10/2023,02/10/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3200.325700019021
3809,3809,17993,02/10/2023,02/10/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2691.89923478436
3810,3810,18006,02/11/2023,02/11/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,184.3368906978787
3811,3811,18007,02/11/2023,02/11/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,187.42083826997361
3812,3812,18008,02/11/2023,02/11/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2989.083583992213
3813,3813,18009,02/11/2023,02/11/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3091.5155807520887
3814,3814,18010,02/11/2023,02/11/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3170.0329498732676
3815,3815,18011,02/11/2023,02/11/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2732.7491717553207
3816,3816,18024,02/12/2023,02/12/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,171.46755833312022
3817,3817,18025,02/12/2023,02/12/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,130.10186994585982
3818,3818,18026,02/12/2023,02/12/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2933.841123824599
3819,3819,18027,02/12/2023,02/12/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2559.0281934218046
3820,3820,18028,02/12/2023,02/12/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2646.0542738049903
3821,3821,18029,02/12/2023,02/12/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2453.6908643088377
3822,3822,18042,02/13/2023,02/13/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,186.4068071049697
3823,3823,18043,02/13/2023,02/13/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,153.9821922343325
3824,3824,18044,02/13/2023,02/13/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2931.131878358106
3825,3825,18045,02/13/2023,02/13/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2889.133452660852
3826,3826,18046,02/13/2023,02/13/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3001.81020145061
3827,3827,18047,02/13/2023,02/13/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2608.854785229547
3828,3828,18060,02/14/2023,02/14/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,166.71706703780177
3829,3829,18061,02/14/2023,02/14/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,153.2304844424982
3830,3830,18062,02/14/2023,02/14/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3144.7807279968174
3831,3831,18063,02/14/2023,02/14/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3119.8554003844442
3832,3832,18064,02/14/2023,02/14/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3203.751390949674
3833,3833,18065,02/14/2023,02/14/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2807.125751084867
3834,3834,18078,02/15/2023,02/15/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,161.4771913238186
3835,3835,18079,02/15/2023,02/15/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,140.0635663768957
3836,3836,18080,02/15/2023,02/15/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2748.1662870426812
3837,3837,18081,02/15/2023,02/15/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2792.300546641113
3838,3838,18082,02/15/2023,02/15/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2775.858520270562
3839,3839,18083,02/15/2023,02/15/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2406.6291935284567
3840,3840,18096,02/16/2023,02/16/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,194.43304469020373
3841,3841,18097,02/16/2023,02/16/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,169.77234403163098
3842,3842,18098,02/16/2023,02/16/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3102.661028237092
3843,3843,18099,02/16/2023,02/16/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3185.2048944625703
3844,3844,18100,02/16/2023,02/16/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3081.7881751009236
3845,3845,18101,02/16/2023,02/16/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2796.3681892042828
3846,3846,18114,02/17/2023,02/17/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,195.01503259307438
3847,3847,18115,02/17/2023,02/17/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,187.12984431853826
3848,3848,18116,02/17/2023,02/17/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3152.679099770171
3849,3849,18117,02/17/2023,02/17/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3221.2404072322724
3850,3850,18118,02/17/2023,02/17/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3349.4604715256073
3851,3851,18119,02/17/2023,02/17/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2930.0654321903157
3852,3852,18132,02/18/2023,02/18/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,182.34409069554533
3853,3853,18133,02/18/2023,02/18/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,175.99098858294357
3854,3854,18134,02/18/2023,02/18/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,3159.9404460647534
3855,3855,18135,02/18/2023,02/18/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,3353.837607318504
3856,3856,18136,02/18/2023,02/18/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,3574.0211158544184
3857,3857,18137,02/18/2023,02/18/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2830.3667443139375
3858,3858,18150,02/19/2023,02/19/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,168.1565497155302
3859,3859,18151,02/19/2023,02/19/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,145.36737499681908
3860,3860,18152,02/19/2023,02/19/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2910.201046080439
3861,3861,18153,02/19/2023,02/19/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2692.8885645473924
3862,3862,18154,02/19/2023,02/19/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2821.64383651277
3863,3863,18155,02/19/2023,02/19/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2437.4818527482234
3864,3864,18168,02/20/2023,02/20/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,171.76514403396433
3865,3865,18169,02/20/2023,02/20/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,184.87472094303533
3866,3866,18170,02/20/2023,02/20/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2600.0498348698766
3867,3867,18171,02/20/2023,02/20/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2679.406270120867
3868,3868,18172,02/20/2023,02/20/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2756.7771351039
3869,3869,18173,02/20/2023,02/20/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2306.156719031387
3870,3870,18186,02/21/2023,02/21/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,in,157.12348096295892
3871,3871,18187,02/21/2023,02/21/2023 00:00,22995,S2_StGeorgesUpperSt_dlr001,S2,out,158.54088481183035
3872,3872,18188,02/21/2023,02/21/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,in,2652.294359200193
3873,3873,18189,02/21/2023,02/21/2023 00:00,22994,S2_StGeorgesUpperSt_pathLHS_dlr001,S2,out,2741.455954492073
3874,3874,18190,02/21/2023,02/21/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,in,2734.6470646928174
3875,3875,18191,02/21/2023,02/21/2023 00:00,22996,S2_StGeorgesUpperSt_pathRHS_dlr001,S2,out,2315.225658359891
